Pin,Pin Name,Bank,IO Type
A10,GTYP_RXN2_109,109,GTYP
A11,GND,NA,NA
A12,GTYP_RXN3_109,109,GTYP
A13,GND,NA,NA
A14,GTYP_RXN1_110,110,GTYP
A15,GND,NA,NA
A16,GTYP_RXN3_110,110,GTYP
A17,GND,NA,NA
A18,GTYP_RXN0_111,111,GTYP
A19,GND,NA,NA
A20,GTYP_RXN1_111,111,GTYP
A21,GND,NA,NA
A22,GTYP_RXN2_111,111,GTYP
A23,GND,NA,NA
A24,GTYP_RXN3_111,111,GTYP
A25,GND,NA,NA
A26,GTYP_RXN1_112,112,GTYP
A27,GND,NA,NA
A28,GTYP_RXN3_112,112,GTYP
A29,GND,NA,NA
A30,GND,NA,NA
A31,GTYP_RXN2_212,212,GTYP
A32,GND,NA,NA
A33,GTYP_RXN0_212,212,GTYP
A34,GND,NA,NA
A35,GTYP_RXN3_211,211,GTYP
A36,GND,NA,NA
A37,GTYP_RXN2_211,211,GTYP
A38,GND,NA,NA
A39,GTYP_RXN0_211,211,GTYP
A4,GND,NA,NA
A40,GND,NA,NA
A41,GTYP_RXN2_210,210,GTYP
A42,GND,NA,NA
A43,GTYP_RXN0_210,210,GTYP
A44,GND,NA,NA
A45,GTYP_RXN3_209,209,GTYP
A46,GND,NA,NA
A47,GTYP_RXN2_209,209,GTYP
A48,GND,NA,NA
A49,GTYP_RXN1_209,209,GTYP
A5,GND,NA,NA
A50,GND,NA,NA
A51,GTYP_RXN0_209,209,GTYP
A52,GND,NA,NA
A53,GTYP_RXN3_208,208,GTYP
A54,GND,NA,NA
A55,GND,NA,NA
A6,GTYP_RXN0_109,109,GTYP
A7,GND,NA,NA
A8,GTYP_RXN1_109,109,GTYP
A9,GND,NA,NA
AA1,GND,NA,NA
AA10,GND,NA,NA
AA11,NC,NA,NA
AA12,NC,NA,NA
AA13,NC,NA,NA
AA14,GND,NA,NA
AA15,PMC_MIO45_501,501,PMCMIO
AA16,PMC_MIO44_501,501,PMCMIO
AA17,PMC_MIO43_501,501,PMCMIO
AA18,GND,NA,NA
AA19,VCCINT,NA,NA
AA2,GND,NA,NA
AA20,GND,NA,NA
AA21,VCCINT,NA,NA
AA22,GND,NA,NA
AA23,VCCINT,NA,NA
AA24,GND,NA,NA
AA25,VCCINT,NA,NA
AA26,GND,NA,NA
AA27,VCCINT,NA,NA
AA28,GND,NA,NA
AA29,VCCINT,NA,NA
AA3,GND,NA,NA
AA30,GND,NA,NA
AA31,VCCINT,NA,NA
AA32,GND,NA,NA
AA33,VCCINT,NA,NA
AA34,GND,NA,NA
AA35,VCCINT,NA,NA
AA36,GND,NA,NA
AA37,VCCINT,NA,NA
AA38,GND,NA,NA
AA39,VCCINT,NA,NA
AA4,NC,NA,NA
AA40,GND,NA,NA
AA41,VCCINT,NA,NA
AA42,GND,NA,NA
AA43,GND,NA,NA
AA44,GTYP_REFCLKP1_207,207,GTYP
AA45,GTYP_REFCLKN1_207,207,GTYP
AA46,GTYP_AVTT_LN,NA,GTYP
AA47,GND,NA,NA
AA48,GND,NA,NA
AA49,GND,NA,NA
AA5,NC,NA,NA
AA50,GND,NA,NA
AA51,GND,NA,NA
AA52,NC,NA,NA
AA53,NC,NA,NA
AA54,GND,NA,NA
AA55,GND,NA,NA
AA56,GND,NA,NA
AA57,NC,NA,NA
AA58,NC,NA,NA
AA6,GND,NA,NA
AA7,GND,NA,NA
AA8,GND,NA,NA
AA9,GND,NA,NA
AB1,NC,NA,NA
AB10,NC,NA,NA
AB11,NC,NA,NA
AB12,GND,NA,NA
AB13,NC,NA,NA
AB14,GND,NA,NA
AB15,GND,NA,NA
AB16,PMC_MIO46_501,501,PMCMIO
AB17,PMC_MIO47_501,501,PMCMIO
AB18,RSVD_VCCINT_GT,NA,NA
AB19,GND,NA,NA
AB2,NC,NA,NA
AB20,GND,NA,NA
AB21,VCC_SOC,NA,NA
AB22,VCC_SOC,NA,NA
AB23,GND,NA,NA
AB24,VCC_SOC,NA,NA
AB25,VCC_SOC,NA,NA
AB26,GND,NA,NA
AB27,VCC_SOC,NA,NA
AB28,VCC_SOC,NA,NA
AB29,GND,NA,NA
AB3,GND,NA,NA
AB30,VCC_SOC,NA,NA
AB31,VCC_SOC,NA,NA
AB32,GND,NA,NA
AB33,VCC_SOC,NA,NA
AB34,VCC_SOC,NA,NA
AB35,GND,NA,NA
AB36,VCC_SOC,NA,NA
AB37,VCC_SOC,NA,NA
AB38,GND,NA,NA
AB39,GND,NA,NA
AB4,GND,NA,NA
AB40,VCCINT,NA,NA
AB41,GND,NA,NA
AB42,VCCINT_GT_L,NA,NA
AB43,GND,NA,NA
AB44,GTYP_AVCC_LN,NA,GTYP
AB45,GND,NA,NA
AB46,GTYP_REFCLKP0_207,207,GTYP
AB47,GTYP_REFCLKN0_207,207,GTYP
AB48,NC,NA,NA
AB49,GND,NA,NA
AB5,GND,NA,NA
AB50,NC,NA,NA
AB51,NC,NA,NA
AB52,GND,NA,NA
AB53,GND,NA,NA
AB54,GND,NA,NA
AB55,NC,NA,NA
AB56,NC,NA,NA
AB57,GND,NA,NA
AB58,GND,NA,NA
AB6,NC,NA,NA
AB7,NC,NA,NA
AB8,GND,NA,NA
AB9,NC,NA,NA
AC1,GND,NA,NA
AC10,GND,NA,NA
AC11,NC,NA,NA
AC12,NC,NA,NA
AC13,NC,NA,NA
AC14,GND,NA,NA
AC15,PMC_MIO49_501,501,PMCMIO
AC16,PMC_MIO48_501,501,PMCMIO
AC17,GND,NA,NA
AC18,GND,NA,NA
AC19,VCCINT,NA,NA
AC2,GND,NA,NA
AC20,GND,NA,NA
AC21,VCCINT,NA,NA
AC22,GND,NA,NA
AC23,VCC_RAM,NA,NA
AC24,GND,NA,NA
AC25,VCC_RAM,NA,NA
AC26,GND,NA,NA
AC27,VCC_RAM,NA,NA
AC28,GND,NA,NA
AC29,VCC_RAM,NA,NA
AC3,GND,NA,NA
AC30,GND,NA,NA
AC31,VCC_RAM,NA,NA
AC32,GND,NA,NA
AC33,VCC_RAM,NA,NA
AC34,GND,NA,NA
AC35,VCC_RAM,NA,NA
AC36,GND,NA,NA
AC37,VCC_RAM,NA,NA
AC38,GND,NA,NA
AC39,VCCINT,NA,NA
AC4,NC,NA,NA
AC40,GND,NA,NA
AC41,VCCINT,NA,NA
AC42,GND,NA,NA
AC43,GND,NA,NA
AC44,NC,NA,NA
AC45,NC,NA,NA
AC46,NC,NA,NA
AC47,GND,NA,NA
AC48,GND,NA,NA
AC49,GND,NA,NA
AC5,NC,NA,NA
AC50,GND,NA,NA
AC51,GND,NA,NA
AC52,NC,NA,NA
AC53,NC,NA,NA
AC54,GND,NA,NA
AC55,GND,NA,NA
AC56,GND,NA,NA
AC57,NC,NA,NA
AC58,NC,NA,NA
AC6,GND,NA,NA
AC7,GND,NA,NA
AC8,GND,NA,NA
AC9,NC,NA,NA
AD1,NC,NA,NA
AD10,NC,NA,NA
AD11,NC,NA,NA
AD12,GND,NA,NA
AD13,NC,NA,NA
AD14,GND,NA,NA
AD15,GND,NA,NA
AD16,PMC_MIO50_501,501,PMCMIO
AD17,PMC_MIO51_501,501,PMCMIO
AD18,RSVD_VCCINT_GT,NA,NA
AD19,GND,NA,NA
AD2,NC,NA,NA
AD20,VCCINT,NA,NA
AD21,GND_SENSE,NA,NA
AD22,VCCINT_SENSE,NA,NA
AD23,GND,NA,NA
AD24,VCCINT,NA,NA
AD25,GND,NA,NA
AD26,VCCINT,NA,NA
AD27,GND,NA,NA
AD28,VCCINT,NA,NA
AD29,GND,NA,NA
AD3,GND,NA,NA
AD30,VCCINT,NA,NA
AD31,GND,NA,NA
AD32,VCCINT,NA,NA
AD33,GND,NA,NA
AD34,VCCINT,NA,NA
AD35,GND,NA,NA
AD36,VCCINT,NA,NA
AD37,GND,NA,NA
AD38,VCCINT,NA,NA
AD39,GND,NA,NA
AD4,GND,NA,NA
AD40,VCCINT,NA,NA
AD41,GND,NA,NA
AD42,VCCINT_GT_L,NA,NA
AD43,GND,NA,NA
AD44,NC,NA,NA
AD45,GND,NA,NA
AD46,NC,NA,NA
AD47,NC,NA,NA
AD48,NC,NA,NA
AD49,GND,NA,NA
AD5,GND,NA,NA
AD50,NC,NA,NA
AD51,NC,NA,NA
AD52,GND,NA,NA
AD53,GND,NA,NA
AD54,GND,NA,NA
AD55,NC,NA,NA
AD56,NC,NA,NA
AD57,GND,NA,NA
AD58,GND,NA,NA
AD6,NC,NA,NA
AD7,NC,NA,NA
AD8,GND,NA,NA
AD9,NC,NA,NA
AE1,GND,NA,NA
AE10,GND,NA,NA
AE11,NC,NA,NA
AE12,GTYP_REFCLKN1_106,106,GTYP
AE13,GTYP_REFCLKP1_106,106,GTYP
AE14,GND,NA,NA
AE15,VCCO_503,503,NA
AE16,GND,NA,NA
AE17,VCCAUX_PMC,NA,NA
AE18,GND,NA,NA
AE19,VCCINT,NA,NA
AE2,GND,NA,NA
AE20,GND,NA,NA
AE21,VCCINT,NA,NA
AE22,GND,NA,NA
AE23,VCCINT,NA,NA
AE24,GND,NA,NA
AE3,GND,NA,NA
AE35,VCCINT,NA,NA
AE36,GND,NA,NA
AE37,VCCINT,NA,NA
AE38,GND,NA,NA
AE39,VCCINT,NA,NA
AE4,GND,NA,NA
AE40,GND,NA,NA
AE41,VCCINT,NA,NA
AE42,GND,NA,NA
AE43,GND,NA,NA
AE44,NC,NA,NA
AE45,NC,NA,NA
AE46,NC,NA,NA
AE47,GND,NA,NA
AE48,GND,NA,NA
AE49,GND,NA,NA
AE5,GND,NA,NA
AE50,GND,NA,NA
AE51,GND,NA,NA
AE52,NC,NA,NA
AE53,NC,NA,NA
AE54,GND,NA,NA
AE55,GND,NA,NA
AE56,GND,NA,NA
AE57,NC,NA,NA
AE58,NC,NA,NA
AE6,GND,NA,NA
AE7,GND,NA,NA
AE8,GND,NA,NA
AE9,NC,NA,NA
AF1,GTYP_RXN3_106,106,GTYP
AF10,GTYP_REFCLKN0_106,106,GTYP
AF11,GTYP_REFCLKP0_106,106,GTYP
AF12,GND,NA,NA
AF13,NC,NA,NA
AF14,GND,NA,NA
AF15,GND,NA,NA
AF16,VCCO_503,503,NA
AF17,GND,NA,NA
AF18,RSVD_VCCINT_GT,NA,NA
AF19,GND,NA,NA
AF2,GTYP_RXP3_106,106,GTYP
AF20,VCCINT,NA,NA
AF21,GND,NA,NA
AF22,VCCINT,NA,NA
AF23,GND,NA,NA
AF24,VCCINT,NA,NA
AF3,GND,NA,NA
AF35,GND,NA,NA
AF36,VCCINT,NA,NA
AF37,GND,NA,NA
AF38,VCCINT,NA,NA
AF39,GND,NA,NA
AF4,GND,NA,NA
AF40,VCCINT,NA,NA
AF41,GND,NA,NA
AF42,VCCINT_GT_L,NA,NA
AF43,GND,NA,NA
AF44,NC,NA,NA
AF45,GND,NA,NA
AF46,NC,NA,NA
AF47,NC,NA,NA
AF48,NC,NA,NA
AF49,GND,NA,NA
AF5,GND,NA,NA
AF50,NC,NA,NA
AF51,NC,NA,NA
AF52,GND,NA,NA
AF53,GND,NA,NA
AF54,GND,NA,NA
AF55,NC,NA,NA
AF56,NC,NA,NA
AF57,GND,NA,NA
AF58,GND,NA,NA
AF6,GTYP_TXN3_106,106,GTYP
AF7,GTYP_TXP3_106,106,GTYP
AF8,GND,NA,NA
AF9,GND,NA,NA
AG1,GND,NA,NA
AG10,GND,NA,NA
AG11,NC,NA,NA
AG12,NC,NA,NA
AG13,NC,NA,NA
AG14,GND,NA,NA
AG15,VCC_BATT,NA,NA
AG16,GND,NA,NA
AG17,VCCAUX_PMC,NA,NA
AG18,GND,NA,NA
AG19,VCCINT,NA,NA
AG2,GND,NA,NA
AG20,GND,NA,NA
AG21,VCCINT,NA,NA
AG22,GND,NA,NA
AG23,VCCINT,NA,NA
AG24,GND,NA,NA
AG3,GTYP_RXN2_106,106,GTYP
AG35,VCCINT,NA,NA
AG36,GND,NA,NA
AG37,VCCINT,NA,NA
AG38,GND,NA,NA
AG39,VCCINT,NA,NA
AG4,GTYP_RXP2_106,106,GTYP
AG40,GND,NA,NA
AG41,VCCINT,NA,NA
AG42,GND,NA,NA
AG43,GND,NA,NA
AG44,NC,NA,NA
AG45,NC,NA,NA
AG46,NC,NA,NA
AG47,GND,NA,NA
AG48,GND,NA,NA
AG49,GND,NA,NA
AG5,GND,NA,NA
AG50,GND,NA,NA
AG51,GND,NA,NA
AG52,GTM_TXP3_206,206,GTM
AG53,GTM_TXN3_206,206,GTM
AG54,GND,NA,NA
AG55,GND,NA,NA
AG56,GND,NA,NA
AG57,GTM_RXP3_206,206,GTM
AG58,GTM_RXN3_206,206,GTM
AG6,GND,NA,NA
AG7,GND,NA,NA
AG8,GTYP_TXN2_106,106,GTYP
AG9,GTYP_TXP2_106,106,GTYP
AH1,GTYP_RXN1_106,106,GTYP
AH10,GTYP_LPD_REFCLKN1_105,105,GTYP
AH11,GTYP_LPD_REFCLKP1_105,105,GTYP
AH12,GND,NA,NA
AH13,GTYP_AVCCAUX_RC,NA,GTYP
AH14,GND,NA,NA
AH15,GND,NA,NA
AH16,VCCAUX_PMC,NA,NA
AH17,GND,NA,NA
AH18,RSVD_VCCINT_GT,NA,NA
AH19,GND,NA,NA
AH2,GTYP_RXP1_106,106,GTYP
AH20,VCCINT,NA,NA
AH21,GND,NA,NA
AH22,VCCINT,NA,NA
AH23,GND,NA,NA
AH24,VCCINT,NA,NA
AH3,GND,NA,NA
AH35,GND,NA,NA
AH36,VCCINT,NA,NA
AH37,GND,NA,NA
AH38,VCCINT,NA,NA
AH39,GND,NA,NA
AH4,GND,NA,NA
AH40,VCCINT,NA,NA
AH41,GND,NA,NA
AH42,VCCINT_GT_L,NA,NA
AH43,GND,NA,NA
AH44,NC,NA,NA
AH45,GND,NA,NA
AH46,NC,NA,NA
AH47,NC,NA,NA
AH48,NC,NA,NA
AH49,GND,NA,NA
AH5,GND,NA,NA
AH50,GTM_TXP2_206,206,GTM
AH51,GTM_TXN2_206,206,GTM
AH52,GND,NA,NA
AH53,GND,NA,NA
AH54,GND,NA,NA
AH55,GTM_RXP2_206,206,GTM
AH56,GTM_RXN2_206,206,GTM
AH57,GND,NA,NA
AH58,GND,NA,NA
AH6,GTYP_TXN1_106,106,GTYP
AH7,GTYP_TXP1_106,106,GTYP
AH8,GND,NA,NA
AH9,GND,NA,NA
AJ1,GND,NA,NA
AJ10,GND,NA,NA
AJ11,GTYP_AVTT_RC,NA,GTYP
AJ12,GTYP_LPD_REFCLKN0_105,105,GTYP
AJ13,GTYP_LPD_REFCLKP0_105,105,GTYP
AJ14,GND,NA,NA
AJ15,VCC_FUSE,NA,NA
AJ16,GND,NA,NA
AJ17,NC,NA,NA
AJ18,GND,NA,NA
AJ19,VCCINT,NA,NA
AJ2,GND,NA,NA
AJ20,GND,NA,NA
AJ21,VCCINT,NA,NA
AJ22,GND,NA,NA
AJ23,VCCINT,NA,NA
AJ24,GND,NA,NA
AJ3,GTYP_RXN0_106,106,GTYP
AJ35,VCCINT,NA,NA
AJ36,GND,NA,NA
AJ37,VCCINT,NA,NA
AJ38,GND,NA,NA
AJ39,VCCINT,NA,NA
AJ4,GTYP_RXP0_106,106,GTYP
AJ40,GND,NA,NA
AJ41,VCCINT,NA,NA
AJ42,GND,NA,NA
AJ43,GND,NA,NA
AJ44,GTM_REFCLKP1_206,206,GTM
AJ45,GTM_REFCLKN1_206,206,GTM
AJ46,NC,NA,NA
AJ47,GND,NA,NA
AJ48,GND,NA,NA
AJ49,GND,NA,NA
AJ5,GND,NA,NA
AJ50,GND,NA,NA
AJ51,GND,NA,NA
AJ52,GTM_TXP1_206,206,GTM
AJ53,GTM_TXN1_206,206,GTM
AJ54,GND,NA,NA
AJ55,GND,NA,NA
AJ56,GND,NA,NA
AJ57,GTM_RXP1_206,206,GTM
AJ58,GTM_RXN1_206,206,GTM
AJ6,GND,NA,NA
AJ7,GND,NA,NA
AJ8,GTYP_TXN0_106,106,GTYP
AJ9,GTYP_TXP0_106,106,GTYP
AK1,GTYP_LPD_RXN3_105,105,GTYP
AK10,GTYP_LPD_REFCLKN1_104,104,GTYP
AK11,GTYP_LPD_REFCLKP1_104,104,GTYP
AK12,GND,NA,NA
AK13,GTYP_AVCCAUX_RC,NA,GTYP
AK14,GND,NA,NA
AK15,GND,NA,NA
AK16,VCCAUX_PMC,NA,NA
AK17,GND,NA,NA
AK18,RSVD_VCCINT_GT,NA,NA
AK19,GND,NA,NA
AK2,GTYP_LPD_RXP3_105,105,GTYP
AK20,VCCINT,NA,NA
AK21,GND,NA,NA
AK22,VCCINT,NA,NA
AK23,GND,NA,NA
AK24,VCCINT,NA,NA
AK3,GND,NA,NA
AK35,GND,NA,NA
AK36,VCCINT,NA,NA
AK37,GND,NA,NA
AK38,VCCINT,NA,NA
AK39,GND,NA,NA
AK4,GND,NA,NA
AK40,VCCINT,NA,NA
AK41,GND,NA,NA
AK42,VCCINT_GT_L,NA,NA
AK43,GND,NA,NA
AK44,NC,NA,NA
AK45,GND,NA,NA
AK46,GTM_REFCLKP0_206,206,GTM
AK47,GTM_REFCLKN0_206,206,GTM
AK48,NC,NA,NA
AK49,GND,NA,NA
AK5,GND,NA,NA
AK50,GTM_TXP0_206,206,GTM
AK51,GTM_TXN0_206,206,GTM
AK52,GND,NA,NA
AK53,GND,NA,NA
AK54,GND,NA,NA
AK55,GTM_RXP0_206,206,GTM
AK56,GTM_RXN0_206,206,GTM
AK57,GND,NA,NA
AK58,GND,NA,NA
AK6,GTYP_LPD_TXN3_105,105,GTYP
AK7,GTYP_LPD_TXP3_105,105,GTYP
AK8,GND,NA,NA
AK9,GND,NA,NA
AL1,GND,NA,NA
AL10,GND,NA,NA
AL11,GTYP_AVTT_RC,NA,GTYP
AL12,GND,NA,NA
AL13,GTYP_AVCC_RC,NA,GTYP
AL14,GND,NA,NA
AL15,VCC_PMC,NA,NA
AL16,GND,NA,NA
AL17,REF_CLK_503,503,NA
AL18,GND,NA,NA
AL19,VCCINT,NA,NA
AL2,GND,NA,NA
AL20,GND,NA,NA
AL21,VCCINT,NA,NA
AL22,GND,NA,NA
AL23,VCCINT,NA,NA
AL24,GND,NA,NA
AL3,GTYP_LPD_RXN2_105,105,GTYP
AL35,VCCINT,NA,NA
AL36,GND,NA,NA
AL37,VCCINT,NA,NA
AL38,GND,NA,NA
AL39,VCCINT,NA,NA
AL4,GTYP_LPD_RXP2_105,105,GTYP
AL40,GND,NA,NA
AL41,VCCINT,NA,NA
AL42,GND,NA,NA
AL43,GND,NA,NA
AL44,NC,NA,NA
AL45,NC,NA,NA
AL46,NC,NA,NA
AL47,GND,NA,NA
AL48,GND,NA,NA
AL49,GND,NA,NA
AL5,GND,NA,NA
AL50,GND,NA,NA
AL51,GND,NA,NA
AL52,GTM_TXP3_205,205,GTM
AL53,GTM_TXN3_205,205,GTM
AL54,GND,NA,NA
AL55,GND,NA,NA
AL56,GND,NA,NA
AL57,GTM_RXP3_205,205,GTM
AL58,GTM_RXN3_205,205,GTM
AL6,GND,NA,NA
AL7,GND,NA,NA
AL8,GTYP_LPD_TXN2_105,105,GTYP
AL9,GTYP_LPD_TXP2_105,105,GTYP
AM1,GTYP_LPD_RXN1_105,105,GTYP
AM10,GTYP_AVTTRCAL_RC,NA,GTYP
AM11,GTYP_RREF_RC,NA,GTYP
AM12,GND,NA,NA
AM13,GTYP_AVCC_RC,NA,GTYP
AM14,GND,NA,NA
AM15,GND,NA,NA
AM16,VCC_PMC,NA,NA
AM17,GND,NA,NA
AM18,RSVD_VCCINT_GT,NA,NA
AM19,GND,NA,NA
AM2,GTYP_LPD_RXP1_105,105,GTYP
AM20,VCC_SOC,NA,NA
AM21,VCC_SOC,NA,NA
AM22,GND,NA,NA
AM23,VCC_SOC,NA,NA
AM24,VCCINT,NA,NA
AM3,GND,NA,NA
AM35,GND,NA,NA
AM36,VCC_SOC,NA,NA
AM37,GND,NA,NA
AM38,VCC_SOC,NA,NA
AM39,VCC_SOC,NA,NA
AM4,GND,NA,NA
AM40,VCCINT,NA,NA
AM41,GND,NA,NA
AM42,VCCINT_GT_L,NA,NA
AM43,GND,NA,NA
AM44,NC,NA,NA
AM45,GND,NA,NA
AM46,GTM_REFCLKP1_205,205,GTM
AM47,GTM_REFCLKN1_205,205,GTM
AM48,NC,NA,NA
AM49,GND,NA,NA
AM5,GND,NA,NA
AM50,GTM_TXP2_205,205,GTM
AM51,GTM_TXN2_205,205,GTM
AM52,GND,NA,NA
AM53,GND,NA,NA
AM54,GND,NA,NA
AM55,GTM_RXP2_205,205,GTM
AM56,GTM_RXN2_205,205,GTM
AM57,GND,NA,NA
AM58,GND,NA,NA
AM6,GTYP_LPD_TXN1_105,105,GTYP
AM7,GTYP_LPD_TXP1_105,105,GTYP
AM8,GND,NA,NA
AM9,GND,NA,NA
AN1,GND,NA,NA
AN10,GND,NA,NA
AN11,GTYP_LPD_AVTT_RLC,NA,GTYP
AN12,GND,NA,NA
AN13,GTYP_LPD_AVCC_RLC,NA,GTYP
AN14,GND,NA,NA
AN15,VCC_PMC,NA,NA
AN16,GND,NA,NA
AN17,VCC_PMC,NA,NA
AN18,GND,NA,NA
AN19,VCCINT,NA,NA
AN2,GND,NA,NA
AN20,VCC_SOC,NA,NA
AN21,GND,NA,NA
AN22,VCC_SOC,NA,NA
AN23,VCC_SOC,NA,NA
AN24,GND,NA,NA
AN3,GTYP_LPD_RXN0_105,105,GTYP
AN35,VCCINT,NA,NA
AN36,GND,NA,NA
AN37,VCC_SOC,NA,NA
AN38,VCC_SOC,NA,NA
AN39,GND,NA,NA
AN4,GTYP_LPD_RXP0_105,105,GTYP
AN40,GND,NA,NA
AN41,VCCINT,NA,NA
AN42,GND,NA,NA
AN43,GND,NA,NA
AN44,GTM_REFCLKP0_205,205,GTM
AN45,GTM_REFCLKN0_205,205,GTM
AN46,GTM_AVTT_LLC,NA,GTM
AN47,GND,NA,NA
AN48,GTM_AVTT_LLC,NA,GTM
AN49,GND,NA,NA
AN5,GND,NA,NA
AN50,GND,NA,NA
AN51,GND,NA,NA
AN52,GTM_TXP1_205,205,GTM
AN53,GTM_TXN1_205,205,GTM
AN54,GND,NA,NA
AN55,GND,NA,NA
AN56,GND,NA,NA
AN57,GTM_RXP1_205,205,GTM
AN58,GTM_RXN1_205,205,GTM
AN6,GND,NA,NA
AN7,GND,NA,NA
AN8,GTYP_LPD_TXN0_105,105,GTYP
AN9,GTYP_LPD_TXP0_105,105,GTYP
AP1,GTYP_LPD_RXN3_104,104,GTYP
AP10,GTYP_LPD_REFCLKN0_104,104,GTYP
AP11,GTYP_LPD_REFCLKP0_104,104,GTYP
AP12,GND,NA,NA
AP13,GTYP_LPD_AVCC_RLC,NA,GTYP
AP14,GND,NA,NA
AP15,GND,NA,NA
AP16,VCCO_502,502,NA
AP17,GND,NA,NA
AP18,VCCINT,NA,NA
AP19,GND,NA,NA
AP2,GTYP_LPD_RXP3_104,104,GTYP
AP20,VCCINT,NA,NA
AP21,GND,NA,NA
AP22,VCCINT,NA,NA
AP23,GND,NA,NA
AP24,VCCINT,NA,NA
AP3,GND,NA,NA
AP35,GND,NA,NA
AP36,VCCINT,NA,NA
AP37,GND,NA,NA
AP38,VCCINT,NA,NA
AP39,GND,NA,NA
AP4,GND,NA,NA
AP40,VCCINT,NA,NA
AP41,GND,NA,NA
AP42,VCCINT_GT_L,NA,NA
AP43,GND,NA,NA
AP44,GTM_AVCC_LLC,NA,GTM
AP45,GND,NA,NA
AP46,GTM_REFCLKP1_204,204,GTM
AP47,GTM_REFCLKN1_204,204,GTM
AP48,GTM_AVTT_LLC,NA,GTM
AP49,GND,NA,NA
AP5,GND,NA,NA
AP50,GTM_TXP0_205,205,GTM
AP51,GTM_TXN0_205,205,GTM
AP52,GND,NA,NA
AP53,GND,NA,NA
AP54,GND,NA,NA
AP55,GTM_RXP0_205,205,GTM
AP56,GTM_RXN0_205,205,GTM
AP57,GND,NA,NA
AP58,GND,NA,NA
AP6,GTYP_LPD_TXN3_104,104,GTYP
AP7,GTYP_LPD_TXP3_104,104,GTYP
AP8,GND,NA,NA
AP9,GND,NA,NA
AR1,GND,NA,NA
AR10,GND,NA,NA
AR11,GTYP_LPD_AVTT_RLC,NA,GTYP
AR12,GTYP_LPD_REFCLKN1_103,103,GTYP
AR13,GTYP_LPD_REFCLKP1_103,103,GTYP
AR14,GND,NA,NA
AR15,VCCO_502,502,NA
AR16,GND,NA,NA
AR17,VCCO_501,501,NA
AR18,GND,NA,NA
AR19,VCCINT,NA,NA
AR2,GND,NA,NA
AR20,GND,NA,NA
AR21,VCCINT,NA,NA
AR22,GND,NA,NA
AR23,VCCINT,NA,NA
AR24,GND,NA,NA
AR25,VCCINT,NA,NA
AR26,GND,NA,NA
AR27,VCCINT,NA,NA
AR28,GND,NA,NA
AR29,VCCINT,NA,NA
AR3,GTYP_LPD_RXN2_104,104,GTYP
AR30,GND,NA,NA
AR31,VCCINT,NA,NA
AR32,GND,NA,NA
AR33,VCCINT,NA,NA
AR34,GND,NA,NA
AR35,VCCINT,NA,NA
AR36,GND,NA,NA
AR37,VCCINT,NA,NA
AR38,GND,NA,NA
AR39,VCCINT,NA,NA
AR4,GTYP_LPD_RXP2_104,104,GTYP
AR40,GND,NA,NA
AR41,VCCINT,NA,NA
AR42,GND,NA,NA
AR43,GND,NA,NA
AR44,GTM_REFCLKP0_204,204,GTM
AR45,GTM_REFCLKN0_204,204,GTM
AR46,GTM_AVCC_LLC,NA,GTM
AR47,GND,NA,NA
AR48,GTM_AVTT_LLC,NA,GTM
AR49,GND,NA,NA
AR5,GND,NA,NA
AR50,GND,NA,NA
AR51,GND,NA,NA
AR52,GTM_TXP3_204,204,GTM
AR53,GTM_TXN3_204,204,GTM
AR54,GND,NA,NA
AR55,GND,NA,NA
AR56,GND,NA,NA
AR57,GTM_RXP3_204,204,GTM
AR58,GTM_RXN3_204,204,GTM
AR6,GND,NA,NA
AR7,GND,NA,NA
AR8,GTYP_LPD_TXN2_104,104,GTYP
AR9,GTYP_LPD_TXP2_104,104,GTYP
AT1,GTYP_LPD_RXN1_104,104,GTYP
AT10,GTYP_LPD_REFCLKN0_103,103,GTYP
AT11,GTYP_LPD_REFCLKP0_103,103,GTYP
AT12,GND,NA,NA
AT13,GTYP_LPD_AVCCAUX_RLC,NA,GTYP
AT14,GND,NA,NA
AT15,GND,NA,NA
AT16,VCCO_500,500,NA
AT17,VCCO_501,501,NA
AT18,VCC_CPM5,NA,NA
AT19,GND,NA,NA
AT2,GTYP_LPD_RXP1_104,104,GTYP
AT20,VCCINT,NA,NA
AT21,GND,NA,NA
AT22,VCCINT,NA,NA
AT23,GND,NA,NA
AT24,VCCINT,NA,NA
AT25,GND,NA,NA
AT26,VCCAUX,NA,NA
AT27,GND,NA,NA
AT28,VCCAUX,NA,NA
AT29,GND,NA,NA
AT3,GND,NA,NA
AT30,VCCAUX,NA,NA
AT31,GND,NA,NA
AT32,VCCAUX,NA,NA
AT33,GND,NA,NA
AT34,VCCAUX,NA,NA
AT35,GND,NA,NA
AT36,VCCINT,NA,NA
AT37,GND,NA,NA
AT38,VCCINT,NA,NA
AT39,GND,NA,NA
AT4,GND,NA,NA
AT40,VCCINT,NA,NA
AT41,GND,NA,NA
AT42,VCCINT_GT_L,NA,NA
AT43,GND,NA,NA
AT44,GTM_AVCCAUX_LLC,NA,GTM
AT45,GND,NA,NA
AT46,GTM_REFCLKP1_203,203,GTM
AT47,GTM_REFCLKN1_203,203,GTM
AT48,GTM_AVTT_LLC,NA,GTM
AT49,GND,NA,NA
AT5,GND,NA,NA
AT50,GTM_TXP2_204,204,GTM
AT51,GTM_TXN2_204,204,GTM
AT52,GND,NA,NA
AT53,GND,NA,NA
